Topic,Fulltext Rank,Abstract Rank,Title
30,40,10,"The essence of command injection attacks in web applications - Zhendong Su, Gary Wassermann (POPL 2006)"
30,2,49,"Asynchronous functional reactive programming for GUIs - Evan Czaplicki, Stephen Chong (PLDI 2013)"
30,37,26,"Operational semantics for multi-language programs - Jacob Matthews, Robert Bruce Findler (POPL 2007)"
30,35,48,"Teapot: language support for writing memory coherence protocols - Satish Chandra, Brad Richards, James R. Larus (PLDI 1996)"
31,0,3,"Practical dynamic software updating for C - Iulian Neamtiu, Michael Hicks, Gareth Stoyle, Manuel Oriol (PLDI 2006)"
31,1,8,"Safe and timely updates to multi-threaded programs - Iulian Neamtiu, Michael Hicks (PLDI 2009)"
31,5,5,"Dynamic software updating - Michael Hicks, Jonathan T. Moore, Scott Nettles (PLDI 2001)"
31,11,2,"Dynamic software updates: a VM-centric approach - Suriya Subramanian, Michael Hicks, Kathryn S. McKinley (PLDI 2009)"
31,13,4,"Mutatis mutandis: safe and predictable dynamic software updating - Gareth Stoyle, Michael Hicks, Gavin Bierman, Peter Sewell, Iulian Neamtiu (POPL 2005)"
31,8,12,"Modular control-flow integrity - Ben Niu, Gang Tan (PLDI 2014)"
31,2,22,"CCured in the real world - Jeremy Condit, Matthew Harren, Scott McPeak, George C. Necula, Westley Weimer (PLDI 2003)"
31,17,17,"CCured: type-safe retrofitting of legacy code - George C. Necula, Scott McPeak, Westley Weimer (POPL 2002)"
31,33,1,"Automated atomicity-violation fixing - Guoliang Jin, Linhai Song, Wei Zhang, Shan Lu, Ben Liblit (PLDI 2011)"
31,4,31,"Sound Modular Verification of C Code Executing in an Unverified Context - Pieter Agten, Bart Jacobs, Frank Piessens (POPL 2015)"
31,29,9,"Understanding and detecting real-world performance bugs - Guoliang Jin, Linhai Song, Xiaoming Shi, Joel Scherpelz, Shan Lu (PLDI 2012)"
31,25,20,"An abstract interpretation-based framework for software watermarking - Patrick Cousot, Radhia Cousot (POPL 2004)"
31,45,0,"Safe & Efficient Gradual Typing for TypeScript - Aseem Rastogi, Nikhil Swamy, Cédric Fournet, Gavin Bierman, Panagiotis Vekris (POPL 2015)"
31,40,7,"Dynamic variables - David R. Hanson, Todd A. Proebsting (PLDI 2001)"
31,21,35,"Contextual effects for version-consistent dynamic software updating and safe concurrent programming - Iulian Neamtiu, Michael Hicks, Jeffrey S. Foster, Polyvios Pratikakis (POPL 2008)"
31,28,36,"tcc: a system for fast, flexible, and high-level dynamic code generation - Massimiliano Poletto, Dawson R. Engler, M. Frans Kaashoek (PLDI 1997)"
31,43,28,"The aggregate update problem in functional programming systems - Paul Hudak, Adrienne Bloss (POPL 1985)"
31,46,44,"DITTO: automatic incrementalization of data structure invariant checks (in Java) - Ajeet Shankar, Rastislav Bodík (PLDI 2007)"
32,7,1,"Static analysis of multi-staged programs via unstaging translation - Wontae Choi, Baris Aktemur, Kwangkeun Yi, Makoto Tatsuta (POPL 2011)"
32,6,6,"Partial evaluation as a means for inferencing data structures in an applicative language: a theory and implementation in the case of prolog - H. Jan Komorowski (POPL 1982)"
32,13,8,"Lazy evaluation and delimited control - Ronald Garcia, Andrew Lumsdaine, Amr Sabry (POPL 2009)"
32,32,0,"First-class nonstandard interpretations by opening closures - Jeffrey Mark Siskind, Barak A. Pearlmutter (POPL 2007)"
32,8,26,"A polymorphic modal type system for lisp-like multi-staged languages - Ik-Soon Kim, Kwangkeun Yi, Cristiano Calcagno (POPL 2006)"
32,9,25,"Realistic compilation by partial evaluation - Michael Sperber, Peter Thiemann (PLDI 1996)"
32,24,16,"Generating a compiler for a lazy language by partial evaluation - Jesper Jørgensen (POPL 1992)"
32,3,41,"Environments as first class objects - D. Gelernter, S. Jagannathan, T. London (POPL 1987)"
32,25,23,"Logic and inheritance - Hassan Aït-Kaci, Roger Nasr (POPL 1986)"
32,48,2,"Pattern driven lazy reduction: A unifying evaluation mechanism for functional and logic programs - P. A. Subrahmanyam, J-H. You (POPL 1984)"
32,19,38,"Simple translation of goal-directed evaluation - Todd A. Proebsting (PLDI 1997)"
33,3,0,"End-to-end verification of stack-space bounds for C programs - Quentin Carbonneaux, Jan Hoffmann, Tahina Ramananandro, Zhong Shao (PLDI 2014)"
33,6,6,"Bringing extensibility to verified compilers - Zachary Tatlock, Sorin Lerner (PLDI 2010)"
33,2,11,"Formalizing the LLVM intermediate representation for verified program transformations - Jianzhou Zhao, Santosh Nagarakatte, Milo M.K. Martin, Steve Zdancewic (POPL 2012)"
33,5,15,"Compositional CompCert - Gordon Stewart, Lennart Beringer, Santiago Cuellar, Andrew W. Appel (POPL 2015)"
33,7,14,"A verified compiler for an impure functional language - Adam Chlipala (POPL 2010)"
33,1,24,"A trusted mechanised JavaScript specification - Martin Bodin, Arthur Chargueraud, Daniele Filaretti, Philippa Gardner, Sergio Maffeis, Daiva Naudziuniene, Alan Schmitt, Gareth Smith (POPL 2014)"
33,8,21,"Formal verification of SSA-based optimizations for LLVM - Jianzhou Zhao, Santosh Nagarakatte, Milo M.K. Martin, Steve Zdancewic (PLDI 2013)"
33,22,10,"Static and user-extensible proof checking - Antonis Stampoulis, Zhong Shao (POPL 2012)"
33,30,5,"The design and implementation of a certifying compiler - George C. Necula, Peter Lee (PLDI 1998)"
33,0,37,"Deep Specifications and Certified Abstraction Layers - Ronghui Gu, Jérémie Koenig, Tahina Ramananandro, Zhong Shao, Xiongnan (Newman) Wu, Shu-Chun Weng, Haozhong Zhang, Yu Guo (POPL 2015)"
33,4,35,"Formal certification of a compiler back-end or: programming a compiler with a proof assistant - Xavier Leroy (POPL 2006)"
33,36,3,"Automating formal proofs for reactive systems - Daniel Ricketts, Valentin Robert, Dongseok Jang, Zachary Tatlock, Sorin Lerner (PLDI 2014)"
33,23,18,"Translation validation for a verified OS kernel - Thomas Arthur Leck Sewell, Magnus O. Myreen, Gerwin Klein (PLDI 2013)"
33,11,33,"Automatically proving the correctness of compiler optimizations - Sorin Lerner, Todd Millstein, Craig Chambers (PLDI 2003)"
33,40,8,"The power of parameterization in coinductive proof - Chung-Kil Hur, Georg Neis, Derek Dreyer, Viktor Vafeiadis (POPL 2013)"
33,18,36,"Verified validation of lazy code motion - Jean-Baptiste Tristan, Xavier Leroy (PLDI 2009)"
33,21,38,"A certified type-preserving compiler from lambda calculus to assembly language - Adam Chlipala (PLDI 2007)"
33,12,47,"Relaxed-memory concurrency and verified compilation - Jaroslav Ŝevčik, Viktor Vafeiadis, Francesco Zappa Nardelli, Suresh Jagannathan, Peter Sewell (POPL 2011)"
33,33,43,"Mostly-automated verification of low-level programs in computational separation logic - Adam Chlipala (PLDI 2011)"
34,1,4,"Corpus-based static branch prediction - Brad Calder, Dirk Grunwald, Donald Lindsay, James Martin, Michael Mozer, Benjamin Zorn (PLDI 1995)"
34,4,8,"Improving performance by branch reordering - Minghui Yang, Gang-Ryung Uh, David B. Whalley (PLDI 1998)"
34,8,5,"Reducing indirect function call overhead in C++ programs - Brad Calder, Dirk Grunwald (POPL 1994)"
34,2,12,"Code placement for improving dynamic branch prediction accuracy - Daniel A. Jiménez (PLDI 2005)"
34,14,1,"Interprocedural conditional branch elimination - Rastislav Bodík, Rajiv Gupta, Mary Lou Soffa (PLDI 1997)"
34,0,16,"Control CPR: a branch height reduction optimization for EPIC architectures - Michael Schlansker, Scott Mahlke, Richard Johnson (PLDI 1999)"
34,5,11,"Near-optimal intraprocedural branch alignment - Cliff Young, David S. Johnson, Michael D. Smith, David R. Karger (PLDI 1997)"
34,12,7,"Accurate static branch prediction by value range propagation - Jason R. C. Patterson (PLDI 1995)"
34,10,10,"VLIW compilation techniques in a superscalar environment - Kemal Ebcioglu, Randy D. Groves, Ki-Chang Kim, Gabriel M. Silberman, Isaac Ziv (PLDI 1994)"
34,20,2,"Accurate static estimators for program optimization - Tim A. Wagner, Vance Maverick, Susan L. Graham, Michael A. Harrison (PLDI 1994)"
34,16,14,"Avoiding unconditional jumps by code replication - Frank Mueller, David B. Whalley (PLDI 1992)"
34,24,6,"Partial dead code elimination using slicing transformations - Rastislav Bodík, Rajiv Gupta (PLDI 1997)"
34,17,15,"Optimizing indirect branch prediction accuracy in virtual machine interpreters - M. Anton Ertl, David Gregg (PLDI 2003)"
34,18,19,"Improving semi-static branch prediction by code replication - Andreas Krall (PLDI 1994)"
34,36,3,"Preferential path profiling: compactly numbering interesting paths - Kapil Vaswani, Aditya V. Nori, Trishul M. Chilimbi (POPL 2007)"
34,29,13,"Improving data-flow analysis with path profiles - Glenn Ammons, James R. Larus (PLDI 1998)"
34,19,26,"Precise compile-time performance prediction for superscalar-based computers - Ko-Yang Wang (PLDI 1994)"
34,27,34,"Optimally profiling and tracing programs - Thomas Ball, James R. Larus (POPL 1992)"
34,45,37,"Exploiting hardware performance counters with flow and context sensitive profiling - Glenn Ammons, Thomas Ball, James R. Larus (PLDI 1997)"
35,10,0,"Merlin: specification inference for explicit information flow problems - Benjamin Livshits, Aditya V. Nori, Sriram K. Rajamani, Anindya Banerjee (PLDI 2009)"
35,17,4,"Probabilistic, modular and scalable inference of typestate specifications - Nels E. Beckman, Aditya V. Nori (PLDI 2011)"
35,35,2,"A security policy oracle: detecting security holes using multiple API implementations - Varun Srivastava, Michael D. Bond, Kathryn S. McKinley, Vitaly Shmatikov (PLDI 2011)"
35,29,13,"Detecting inefficiently-used containers to avoid bloat - Guoqing Xu, Atanas Rountev (PLDI 2010)"
35,14,28,"FlowDroid: precise context, flow, field, object-sensitive and lifecycle-aware taint analysis for Android apps - Steven Arzt, Siegfried Rasthofer, Christian Fritz, Eric Bodden, Alexandre Bartel, Jacques Klein, Yves Le Traon, Damien Octeau, Patrick McDaniel (PLDI 2014)"
35,28,16,"SPLLIFT: statically analyzing software product lines in minutes instead of years - Eric Bodden, Társis Tolêdo, Márcio Ribeiro, Claus Brabrand, Paulo Borba, Mira Mezini (PLDI 2013)"
35,34,11,"Snugglebug: a powerful approach to weakest preconditions - Satish Chandra, Stephen J. Fink, Manu Sridharan (PLDI 2009)"
35,43,7,"Quantitative Interprocedural Analysis - Krishnendu Chatterjee, Andreas Pavlogiannis, Yaron Velner (POPL 2015)"
35,27,27,"TAJ: effective taint analysis of web applications - Omer Tripp, Marco Pistoia, Stephen J. Fink, Manu Sridharan, Omri Weisman (PLDI 2009)"
35,45,29,"Precise reasoning for programs using containers - Isil Dillig, Thomas Dillig, Alex Aiken (POPL 2011)"
36,26,0,"Reverse interpretation + mutation analysis = automatic retargeting - Christian S. Collberg (PLDI 1997)"
36,9,34,"Description-driven code generation using attribute grammars - Mahadevan Ganapathi, Charles N. Fischer (POPL 1982)"
36,21,23,"Optimal code generation for expression trees: an application BURS theory - E. Pelegrí-Llopart, S. L. Graham (POPL 1988)"
36,33,14,"A retargetable debugger - Norman Ramsey, David R. Hanson (PLDI 1992)"
36,40,12,"Fast and flexible instruction selection with on-demand tree-parsing automata - M. Anton Ertl, Kevin Casey, David Gregg (PLDI 2006)"
36,37,20,"Optimizing an ANSI C interpreter with superoperators - Todd A. Proebsting (POPL 1995)"
36,28,41,"BEG: a generator for efficient back ends - H. Emmelmann, F.-W. Schröer, Rudolf Landwehr (PLDI 1989)"
36,49,27,"Treat - an applicative code generator - Jerald S. Schwarz, Dean Rubine (POPL 1984)"
37,4,0,"A parallel, incremental and concurrent GC for servers - Yoav Ossia, Ori Ben-Yitzhak, Irit Goft, Elliot K. Kolodner, Victor Leikehman, Avi Owshanko (PLDI 2002)"
37,2,4,"A parallel, real-time garbage collector - Perry Cheng, Guy E. Blelloch (PLDI 2001)"
37,0,7,"Java without the coffee breaks: a nonintrusive multiprocessor garbage collector - David F. Bacon, Clement R. Attanasio, Han B. Lee, V. T. Rajan, Stephen Smith (PLDI 2001)"
37,3,12,"On bounding time and space for multiprocessor garbage collection - Guy E. Blelloch, Perry Cheng (PLDI 1999)"
37,1,15,"Portable, unobtrusive garbage collection for multiprocessor systems - Damien Doligez, Georges Gonthier (POPL 1994)"
37,7,10,"A study of concurrent real-time garbage collectors - Filip Pizlo, Erez Petrank, Bjarne Steensgaard (PLDI 2008)"
37,14,9,"The space cost of lazy reference counting - Hans-J. Boehm (POPL 2004)"
37,8,18,"Real-time concurrent collection on stock multiprocessors - A. W. Appel, J. R. Ellis, K. Li (PLDI 1988)"
37,20,6,"Bounding space usage of conservative garbage collectors - Hans-J. Boehm (POPL 2002)"
37,28,3,"Destructors, finalizers, and synchronization - Hans-J. Boehm (POPL 2003)"
37,19,14,"Space efficient conservative garbage collection - Hans-Juergen Boehm (PLDI 1993)"
37,29,8,"Generational reference counting: a reduced-communication distributed storage reclamation scheme - B. Goldberg (PLDI 1989)"
37,24,13,"Combining generational and conservative garbage collection: framework and implementations - Alan Demers, Mark Weiser, Barry Hayes, Hans Boehm, Daniel Bobrow, Scott Shenker (POPL 1990)"
37,16,23,"Real-time replication garbage collection - Scott Nettles, James O'Toole (PLDI 1993)"
37,17,24,"A concurrent, generational garbage collector for a multithreaded implementation of ML - Damien Doligez, Xavier Leroy (POPL 1993)"
37,11,30,"CGCExplorer: a semi-automated search procedure for provably correct concurrent collectors - Martin T. Vechev, Eran Yahav, David F. Bacon, Noam Rinetzky (PLDI 2007)"
37,25,16,"Guardians in a generation-based garbage collector - R. Kent Dybvig, Carl Bruggeman, David Eby (PLDI 1993)"
37,9,37,"And then there were none: a stall-free real-time garbage collector for reconfigurable hardware - David F. Bacon, Perry Cheng, Sunil Shukla (PLDI 2012)"
37,27,20,"A mark-and-sweep collector C++ - Daniel R. Edelson (POPL 1992)"
37,15,33,"Garbage collection and local variable type-precision and liveness in Java virtual machines - Ole Agesen, David Detlefs, J. Eliot Moss (PLDI 1998)"
37,26,25,"Type-preserving garbage collectors - Daniel C. Wang, Andrew W. Appel (POPL 2001)"
37,31,21,"A general framework for certifying garbage collectors and their mutators - Andrew McCreight, Zhong Shao, Chunxiao Lin, Long Li (PLDI 2007)"
37,33,27,"Simple garbage-collector-safety - Hans-J. Boehm (PLDI 1996)"
37,49,11,"Support for garbage collection at every instruction in a Java compiler - James M. Stichnoth, Guei-Yuan Lueh, Michał Cierniak (PLDI 1999)"
37,34,28,"Compiler support for garbage collection in a statically typed language - Amer Diwan, Eliot Moss, Richard Hudson (PLDI 1992)"
37,44,22,"Principled scavenging - Stefan Monnier, Bratin Saha, Zhong Shao (PLDI 2001)"
37,32,38,"Contaminated garbage collection - Dante J. Cannarozzi, Michael P. Plezbert, Ron K. Cytron (PLDI 2000)"
37,41,31,"The Compressor: concurrent, incremental, and parallel compaction - Haim Kermany, Erez Petrank (PLDI 2006)"
37,43,36,"Cache performance of garbage-collected programs - Mark B. Reinhold (PLDI 1994)"
37,47,44,"The design and implementation of HoME - Kazuhiro Ogata, Satoshi Kurihara, Mikio Inari, Norihisa Doi (PLDI 1992)"
38,3,4,"Principal Type Schemes for Gradual Programs - Ronald Garcia, Matteo Cimini (POPL 2015)"
38,0,9,"Polymorphic Functions with Set-Theoretic Types: Part 2: Local Type Inference and Type Reconstruction - Giuseppe Castagna, Kim Nguyen, Zhiwu Xu, Pietro Abate (POPL 2015)"
38,1,10,"Polymorphic functions with set-theoretic types: part 1: syntax, semantics, and evaluation - Giuseppe Castagna, Kim Nguyen, Zhiwu Xu, Hyeonseung Im, Sergueï Lenglet, Luca Padovani (POPL 2014)"
38,6,19,"Flexible types: robust type inference for first-class polymorphism - Daan Leijen (POPL 2009)"
38,5,26,"Taming wildcards in Java's type system - Ross Tate, Alan Leung, Sorin Lerner (PLDI 2011)"
38,9,27,"Blame for all - Amal Ahmed, Robert Bruce Findler, Jeremy G. Siek, Philip Wadler (POPL 2011)"
38,15,23,"Liquid types - Patrick M. Rondon, Ming Kawaguci, Ranjit Jhala (PLDI 2008)"
38,11,28,"Colored local type inference - Martin Odersky, Christoph Zenger, Matthias Zenger (POPL 2001)"
38,4,38,"The ins and outs of gradual type inference - Aseem Rastogi, Avik Chaudhuri, Basil Hosmer (POPL 2012)"
38,40,7,"Parametric polymorphism for XML - Haruo Hosoya, Alain Frisch, Giuseppe Castagna (POPL 2005)"
38,25,33,"Tridirectional typechecking - Joshua Dunfield, Frank Pfenning (POPL 2004)"
38,30,30,"The design and implementation of typed scheme - Sam Tobin-Hochstadt, Matthias Felleisen (POPL 2008)"
38,14,49,"Safe & Efficient Gradual Typing for TypeScript - Aseem Rastogi, Nikhil Swamy, Cédric Fournet, Gavin Bierman, Panagiotis Vekris (POPL 2015)"
38,32,35,"Checking type safety of foreign function calls - Michael Furr, Jeffrey S. Foster (PLDI 2005)"
38,31,36,"Dependent types from counterexamples - Tachio Terauchi (POPL 2010)"
38,44,34,"Associated types with class - Manuel M. T. Chakravarty, Gabriele Keller, Simon Peyton Jones, Simon Marlow (POPL 2005)"
38,38,45,"A theory of type qualifiers - Jeffrey S. Foster, Manuel Fähndrich, Alexander Aiken (PLDI 1999)"
38,42,43,"Static and dynamic semantics of NoSQL languages - Véronique Benzaken, Giuseppe Castagna, Kim Nguyen, Jérôme Siméon (POPL 2013)"
38,45,44,"Inferable object-oriented typed assembly language - Ross Tate, Juan Chen, Chris Hawblitzel (PLDI 2010)"
39,4,7,"Effective parallelization of loops in the presence of I/O operations - Min Feng, Rajiv Gupta, Iulian Neamtiu (PLDI 2012)"
39,14,2,"Optimistic parallelism requires abstractions - Milind Kulkarni, Keshav Pingali, Bruce Walter, Ganesh Ramanarayanan, Kavita Bala, L. Paul Chew (PLDI 2007)"
39,7,9,"Adaptive input-aware compilation for graphics engines - Mehrzad Samadi, Amir Hormati, Mojtaba Mehrara, Janghaeng Lee, Scott Mahlke (PLDI 2012)"
39,8,11,"Kremlin: rethinking and rebooting gprof for the multicore age - Saturnino Garcia, Donghwan Jeon, Christopher M. Louie, Michael Bedford Taylor (PLDI 2011)"
39,3,24,"Parallelism orchestration using DoPE: the degree of parallelism executive - Arun Raman, Hanjun Kim, Taewook Oh, Jae W. Lee, David I. August (PLDI 2011)"
39,26,8,"Towards a holistic approach to auto-parallelization: integrating profile-driven parallelism detection and machine-learning based mapping - Georgios Tournavitis, Zheng Wang, Björn Franke, Michael F.P. O'Boyle (PLDI 2009)"
39,37,0,"Automatic compilation of MATLAB programs for synergistic execution on heterogeneous processors - Ashwin Prasad, Jayvant Anantpur, R. Govindarajan (PLDI 2011)"
39,11,28,"Software behavior oriented parallelization - Chen Ding, Xipeng Shen, Kirk Kelsey, Chris Tice, Ruke Huang, Chengliang Zhang (PLDI 2007)"
39,12,27,"Commutative set: a language extension for implicit parallel programming - Prakash Prabhu, Soumyadeep Ghosh, Yun Zhang, Nick P. Johnson, David I. August (PLDI 2011)"
39,2,39,"EXOCHI: architecture and programming environment for a heterogeneous multi-core multithreaded system - Perry H. Wang, Jamison D. Collins, Gautham N. Chinya, Hong Jiang, Xinmin Tian, Milind Girkar, Nick Y. Yang, Guei-Yuan Lueh, Hong Wang (PLDI 2007)"
39,25,18,"Mitosis compiler: an infrastructure for speculative threading based on pre-computation slices - Carlos García Quiñones, Carlos Madriles, Jesús Sánchez, Pedro Marcuello, Antonio González, Dean M. Tullsen (PLDI 2005)"
39,18,26,"Speculative separation for privatization and reductions - Nick P. Johnson, Hanjun Kim, Prakash Prabhu, Ayal Zaks, David I. August (PLDI 2012)"
39,9,36,"The tao of parallelism in algorithms - Keshav Pingali, Donald Nguyen, Milind Kulkarni, Martin Burtscher, M. Amber Hassaan, Rashid Kaleem, Tsung-Hsien Lee, Andrew Lenharth, Roman Manevich, Mario Méndez-Lojo, Dimitrios Prountzos, Xin Sui (PLDI 2011)"
39,36,10,"A cost-driven compilation framework for speculative parallelization of sequential programs - Zhao-Hui Du, Chu-Cheow Lim, Xiao-Feng Li, Chen Yang, Qingyu Zhao, Tin-Fook Ngai (PLDI 2004)"
39,17,29,"A GPGPU compiler for memory optimization and parallelism management - Yi Yang, Ping Xiang, Jingfei Kong, Huiyang Zhou (PLDI 2010)"
39,19,30,"ALTER: exploiting breakable dependences for parallelization - Abhishek Udupa, Kaushik Rajan, William Thies (PLDI 2011)"
39,34,17,"General data structure expansion for multi-threading - Hongtao Yu, Hou-Jen Ko, Zhiyuan Li (PLDI 2013)"
39,31,21,"The LRPD test: speculative run-time parallelization of loops with privatization and reduction parallelization - Lawrence Rauchwerger, David Padua (PLDI 1995)"
39,10,42,"Commutativity analysis: a new analysis framework for parallelizing compilers - Martin C. Rinard, Pedro C. Diniz (PLDI 1996)"
39,20,33,"Automatic CPU-GPU communication management and optimization - Thomas B. Jablin, Prakash Prabhu, James A. Jablin, Nick P. Johnson, Stephen R. Beard, David I. August (PLDI 2011)"
39,45,12,"Parallelizing sequential applications on commodity hardware using a low-cost software transactional memory - Mojtaba Mehrara, Jeff Hao, Po-Chun Hsu, Scott Mahlke (PLDI 2009)"
39,35,22,"Safe programmable speculative parallelism - Prakash Prabhu, Ganesan Ramalingam, Kapil Vaswani (PLDI 2010)"
39,38,31,"Supporting speculative parallelization in the presence of dynamic data structures - Chen Tian, Min Feng, Rajiv Gupta (PLDI 2010)"
39,49,25,"Orchestrating the execution of stream programs on multicore platforms - Manjunath Kudlur, Scott Mahlke (PLDI 2008)"
39,46,41,"Exploiting the commutativity lattice - Milind Kulkarni, Donald Nguyen, Dimitrios Prountzos, Xin Sui, Keshav Pingali (PLDI 2011)"
40,3,4,"Incremental program testing using program dependence graphs - Samuel Bates, Susan Horwitz (POPL 1993)"
40,13,9,"A linear time algorithm for placing &phgr;-nodes - Vugranam C. Sreedhar, Guang R. Gao (POPL 1995)"
40,14,14,"Generalized dominators and post-dominators - Rajiv Gupta (POPL 1992)"
40,10,20,"Dependence-based program analysis - Richard Johnson, Keshav Pingali (PLDI 1993)"
40,23,8,"Interprocedural slicing using dependence graphs - S. Horwitz, T. Reps, D. Binkley (PLDI 1988)"
40,22,10,"Cost effective dynamic program slicing - Xiangyu Zhang, Rajiv Gupta (PLDI 2004)"
40,6,28,"On the adequacy of program dependence graphs for representing programs - S. Horwitz, J. Prins, T. Reps (POPL 1988)"
40,33,11,"Fast condensation of the program dependence graph - Nick P. Johnson, Taewook Oh, Ayal Zaks, David I. August (PLDI 2013)"
40,21,27,"On slicing programs with jump statements - Hiralal Agrawal (PLDI 1994)"
40,31,19,"Semantics-preserving procedure extraction - Raghavan Komondoor, Susan Horwitz (POPL 2000)"
40,12,38,"Incremental data flow analysis via dominator and attribute update - M. D. Carroll, B. G. Ryder (POPL 1988)"
40,39,16,"APT: a data structure for optimal control dependence computation - Keshav Pingali, Gianfranco Bilardi (PLDI 1995)"
40,40,25,"Dynamic program slicing - Hiralal Agrawal, Joseph R. Horgan (PLDI 1990)"
40,44,21,"The program dependence graph and vectorization - W. Baxter, H. R. Bauer, III (POPL 1989)"
40,37,32,"Interprocedural data flow analysis in the presence of pointers, procedure variables, and label variables - William E. Weihl (POPL 1980)"
40,32,41,"The program dependence web: a representation supporting control-, data-, and demand-driven interpretation of imperative languages - Karl J. Ottenstein, Robert A. Ballance, Arthur B. MacCabe (PLDI 1990)"
40,43,44,"An interprocedural data flow analysis algorithm - Jeffrey M. Barth (POPL 1977)"
41,1,1,"Abstraction and invariance for algebraically indexed types - Robert Atkey, Patricia Johann, Andrew Kennedy (POPL 2013)"
41,6,3,"Free theorems in the presence of seq - Patricia Johann, Janis Voigtländer (POPL 2004)"
41,10,6,"From parametricity to conservation laws, via Noether's theorem - Robert Atkey (POPL 2014)"
41,5,19,"Algebraic foundations for effect-dependent optimisations - Ohad Kammar, Gordon D. Plotkin (POPL 2012)"
41,14,11,"Full abstraction for nominal Scott domains - Steffen Lösch, Andrew M. Pitts (POPL 2013)"
41,15,10,"Bidirectionalization for free! (Pearl) - Janis Voigtländer (POPL 2009)"
41,4,27,"Universal properties of impure programming languages - Sam Staton, Paul Blain Levy (POPL 2013)"
41,18,16,"Abstract effects and proof-relevant logical relations - Nick Benton, Martin Hofmann, Vivek Nigam (POPL 2014)"
41,11,24,"Fast and loose reasoning is morally correct - Nils Anders Danielsson, John Hughes, Patrik Jansson, Jeremy Gibbons (POPL 2006)"
41,31,5,"Clowns to the left of me, jokers to the right (pearl): dissecting data structures - Conor McBride (POPL 2008)"
41,3,47,"Relating models of polymorphism - J. Meseguer (POPL 1989)"
41,48,17,"Total correctness by local improvement in program transformation - David Sands (POPL 1995)"
41,40,37,"Higher-order strictness analysis in untyped lambda calculus - Paul Hudak, Jonathan Young (POPL 1986)"
41,44,49,"Much ado about two (pearl): a pearl on parallel prefix computation - Janis Voigtländer (POPL 2008)"
42,1,5,"Counterexample-guided focus - Andreas Podelski, Thomas Wies (POPL 2010)"
42,7,11,"Lifting abstract interpreters to quantified logical domains - Sumit Gulwani, Bill McCloskey, Ashish Tiwari (POPL 2008)"
42,13,6,"Program analysis via satisfiability modulo path programs - William R. Harris, Sriram Sankaranarayanan, Franjo Ivančić, Aarti Gupta (POPL 2010)"
42,37,2,"Bias-variance tradeoffs in program analysis - Rahul Sharma, Aditya V. Nori, Alex Aiken (POPL 2014)"
42,10,35,"A parametric segmentation functor for fully automatic and scalable array content analysis - Patrick Cousot, Radhia Cousot, Francesco Logozzo (POPL 2011)"
42,32,19,"Thread-modular shape analysis - Alexey Gotsman, Josh Berdine, Byron Cook, Mooly Sagiv (PLDI 2007)"
42,42,10,"Relational inductive shape analysis - Bor-Yuh Evan Chang, Xavier Rival (POPL 2008)"
42,40,27,"Path slicing - Ranjit Jhala, Rupak Majumdar (PLDI 2005)"
42,43,31,"A shape analysis for optimizing parallel graph programs - Dimitrios Prountzos, Roman Manevich, Keshav Pingali, Kathryn S. McKinley (POPL 2011)"
42,38,43,"Compositional shape analysis by means of bi-abduction - Cristiano Calcagno, Dino Distefano, Peter O'Hearn, Hongseok Yang (POPL 2009)"
42,46,40,"Calling context abstraction with shapes - Xavier Rival, Bor-Yuh Evan Chang (POPL 2011)"
42,39,49,"Program verification using templates over predicate abstraction - Saurabh Srivastava, Sumit Gulwani (PLDI 2009)"
43,1,4,"Debugging temporal specifications with concept analysis - Glenn Ammons, David Mandelin, Rastislav Bodík, James R. Larus (PLDI 2003)"
43,4,6,"Mining specifications - Glenn Ammons, Rastislav Bodík, James R. Larus (POPL 2002)"
43,2,17,"Test-case reduction for C compiler bugs - John Regehr, Yang Chen, Pascal Cuoq, Eric Eide, Chucky Ellison, Xuejun Yang (PLDI 2012)"
43,12,9,"Program Boosting: Program Synthesis via Crowd-Sourcing - Robert A. Cochran, Loris D'Antoni, Benjamin Livshits, David Molnar, Margus Veanes (POPL 2015)"
43,19,37,"Time and space profiling for non-strict, higher-order functional languages - Patrick M. Sansom, Simon L. Peyton Jones (POPL 1995)"
43,37,21,"From symptom to cause: localizing errors in counterexample traces - Thomas Ball, Mayur Naik, Sriram K. Rajamani (POPL 2003)"
43,38,47,"From dirt to shovels: fully automatic tool generation from ad hoc data - Kathleen Fisher, David Walker, Kenny Q. Zhu, Peter White (POPL 2008)"
44,6,6,"Compiling polymorphism using intensional type analysis - Robert Harper, Greg Morrisett (POPL 1995)"
44,5,27,"The essence of ML - J. C. Mitchell, R. Harper (POPL 1988)"
44,34,10,"Positive subtyping - Martin Hofmann, Benjamin Pierce (POPL 1995)"
44,19,30,"Representation independence and data abstraction - John C. Mitchell (POPL 1986)"
44,41,11,"A constructive logic of multiple subtyping - Harry G. Mairson (POPL 1993)"
44,30,26,"Parametricity as subtyping - QingMing Ma (POPL 1992)"
44,40,20,"Type isomorphisms in a type-assignment framework - Robero Di Cosmo (POPL 1992)"
44,29,31,"Bounded quantification is undecidable - Benjamin C. Pierce (POPL 1992)"
44,44,40,"Decidable bounded quantification - Giuseppe Castagna, Benjamin C. Pierce (POPL 1994)"
44,49,38,"Polymorphism by name for references and continuations - Xavier Leroy (POPL 1993)"
